Date,Description
"December 24, 1988","Calvin asks Mom how his peanut butter sandwich is coming.  He reminds her to use chunky, because he won't eat smooth.  He wants it open face.  He tells her not to put jelly on it and use normal bread.  He doesn't like those weird grain breads.  He asks her if she cut it diagonally.  He likes triangles more than rectangles, so he tells her to cut it right.  Mom sets the sandwich down and says ""Your majesty's sandwich"".  Calvin looks at the sandwich.  He complains he got a closed-face, horizontally cut, smooth peanut butter sandwich on weird bread with jelly.  He asks if Mom wasn't listening."
"December 24, 1989","Calvin and Hobbes are lying on the floor, by the Christmas tree and the fireplace.  There is a poem about Christmas Eve.  It reads the tree is decorated festively, Christmas songs play on the radio, his tiger is fast asleep, he turns to warm whatever's not hot.  He gives his friend a gentle hug.  Tomorrow is what he's waiting for, but he can wait a little more."
"December 24, 1990","Mom and Dad are sitting on the sofa.  Dad says the shopping is done, presents are wrapped, and Calvin is in bed.  Dad says sometime the season seems out of control.  They don't always think about what it's all supposed to mean.  Mom says it's good to sit by a cozy fire and take some quiet time to reflect.  Calvin walks up with a fire extinguisher.  He asks if this is Santa flambe."
"December 24, 1992","Calvin needs one more day of being good.  He bets Santa's loading up the sleigh for deliveries.  He couldn't be deciding how good Calvin is.  Calvin figures if the decision is made, he doesn't have to impress him anymore.  He's free to do what he wants.  Hobbes asks what happens if he loads Calvin's stuff last to see what he does.  Calvin figures one more day won't hurt."
"December 24, 1993","A snowball barely misses Susie.  She yells that Santa's going to skip Calvin's house for that.  More snowballs fly toward Susie, but none hit her.  Calvin tells Hobbes that this doesn't count against him, since she's so sanctimonious and he keeps missing."
"December 24, 1995","One of Santa's elves wants him to look at Calvin's list.  It includes a supplement on incendiary weapons.  Santa asks if Calvin's naughty or nice.  The elf hands Santa the dossier.  Santa notices ""the noodle incident"".  The elf says they have had trouble verifying the particulars of that case.  Santa notices all the snowballs Calvin has thrown at Susie.  The elf says that surveillance documents 400 incidents.  The elf says the tiger vouches for the kid's character.  Santa asks for the parents' comments.  The elf indicates they're looking into the sarcasm factor.  Santa says he's made up his mind and asks if Calvin's asleep.  The elf says he is wide awake.  In bed, Hobbes tells Calvin Santa won't come until they're asleep.  Calvin can't take the suspense."
"December 25, 1985","Calvin looks at Hobbes with sad eyes and apologizes for not getting Hobbes a gift or a card.  Hobbes says it's alright, as he didn't get anything for Calvin.  Hobbes gives Calvin a big tiger hug for being his best friend.  Calvin calls Hobbes a big sissy and tells Hobbes he is squeezing Calvin so hard tears are coming out.  Hobbes tells him ""Merry Christmas""."
"December 25, 1986","Calvin and Hobbes wake up Christmas morning.  Calvin wants to wake Mom and Dad and go open all his loot.  Hobbes thinks they should let them sleep in a little.  They sit in bed, straining from the pressure.  Calvin runs into their bedroom yelling to wake up, it's Christmas.  They say it's a quarter to six, that he's let them sleep in this year."
"December 25, 1987","Calvin and Hobbes tiptoe down the stairs.  They look into the living room.  They start cheering that they got presents, that Santa came.  Dad grumbles about it not being morning already.  Mom sleepily looks at the alarm clock and says that, technically, it was."
"December 25, 1988","Calvin wakes Hobbes up and tells him it's Christmas.  Hobbes asks if he's sure, since it's still dark outside. Calvin says it's four in the morning.  He hops out of bed.  He asks Hobbes to see if Santa left their loot yet.  He says he'll let Mom and Dad sleep another hour, but they can at least count their packages.  Calvin sees all the presents.  Hobbes hands him one and says it's strange Santa would go to the bother to wrap a box of coal.  Calvin starts dividing up the presents by who's getting them.  He thinks Santa goofed up.  Hobbes hasn't gotten any gifts.  Calvin yells to Mom and Dad that Santa didn't get Hobbes anything.  Calvin hugs Hobbes and tells him it's a present from him.  He hopes it fits.  Hobbes tells him the best presents don't come in boxes.  He'll treasure it forever."
"December 25, 1989","Calvin and Hobbes are under the Christmas tree.  Hobbes gives Calvin a present.  He picked it out himself.  It's three cans of salmon.  Calvin thanks Hobbes for the gift.  Calvin feels bad because he didn't get Hobbes anything.  Hobbes suggests Calvin give him back the gift.  Calvin does, and Hobbes thanks him.  They exchange Christmas wishes."
"December 25, 1990","Calvin and Hobbes wish each other a Merry Christmas.  Calvin says he didn't get Hobbes a gift, but he says Hobbes is Calvin's best friend in the world.  Hobbes says Calvin is his best friend, and that's a great gift.  Calvin hops out of bed saying it's almost 4 am.  He wants to wake Mom and Dad and see what Santa brought them.  Hobbes reminds Calvin they agreed that if Calvin got any salmon, he'd share it."
"December 25, 1992","On Christmas morning, Calvin sees a certificate for one day pounce-free of tiger attacks.  He tells Hobbes he thinks of the best gifts.  Sitting on the sofa in their robes, looking tired, Dad says this could have waited until sunrise.  Mom tells him to take a picture."
"December 25, 1993",Calvin sees his gifts under the Christmas tree.  He grabs one and shouts that he's gotten acquittal on all charges and complete exoneration.  He laughs.  Mom and Dad hug each other.  Mom tells Dad Merry Christmas.  Dad asks what that smell is.  He asks if someone has been eating tuna fish at that hour.
"December 25, 1995","Hobbes' present for Calvin is outside.  Hobbes gave him a pile of ready-made snowballs.  Calvin hugs Hobbes and says he's the best.  He supposes it would be wrong to throw the snowballs at Hobbes.  Hobbes tells him he made his own pile, just in case."
"December 26, 1985","Calvin and Hobbes are sledding down the hill as Calvin asks how long it will be till bedtime.  Hobbes guesses six or seven hours and wonders why Calvin asked.  As they fly off the hill, Calvin hopes his Mom will notice they're missing by then."
"December 26, 1986","Calvin notices a library book was due two days ago.  He wonders if they'll interrogate him, break his knees, make him sign a confession.  Mom says they'll fine him ten cents.  Calvin says the way some librarians look at you, he naturally assumed the consequences would be more dire."
"December 26, 1987","Calvin hears Mom yell that it's bath time.  She yells for them to just get it over with.  She looks for Calvin. Calvin lies on the bottom of the bathtub, saying she'll never look there."
"December 26, 1988","Calvin and Hobbes look out the window to the evening.  The moon is shining in the sky, snow is on the ground.  Calvin says there's nothing prettier than new fallen snow on a clear, freezing, moonlit night.  Then he adds, ""through a window, that is""."
"December 26, 1989","Calvin and Hobbes are at the top of ""Pallbearer Peak"" with their sled.  Calvin talks about the horror of the descent, the thousand foot vertical drop onto a boulder field lined with pricker bushes.  It's a journey calculated to exceed the human capacity for blinding fear.  Calvin asks Hobbes if he's ready to go, and Hobbes says yes.  They get up and walk off with their sled in hand."
"December 26, 1990",Calvin writes a thank you note to his Grandma for the crayons she sent.  Calvin tells Hobbes he always sends Grandma a thank-you note right away.  Calvin has done that ever since she sent an empty box with a sarcastic note saying she was checking to see if the Postal Service was still working.
"December 26, 1992","Calvin notices the snow isn't deep enough for sledding, not wet enough to pack.  He sighs.  He says fortunately, he's the stoic type.  Hobbes says he's an inspiration to us all."
